,company,description,website,region,year-selected,vertical,sub-vertical,entrepreneurs,fund,financing-round,status,year-invested
313,Evermos,Evermos is an Indonesian retail enabler platform and the country’s largest reseller based social commerce. The company helps emerging and challenger local brands expand their presence across Indonesia efficiently by harnessing Evermos’ shared infrastructure and ecosystem.,https://evermos.com/home/,Asia,2022.0,Retail & Consumer Tech,Consumer Marketplaces,"['{""name"": ""Arip Tirta"", ""url"": ""https://www.linkedin.com/in/atirta/""}', '{""name"": ""Ghufron Mustaqim"", ""url"": ""https://www.linkedin.com/in/ghufronmustaqim/""}']",,,,
314,Everside Health,"Everside Health offers a comprehensive, customizable primary care model based on a physician-access approach to primary care, where treatment and billing take place directly between patient and provider, completely excluding the insurer.",https://www.paladinahealth.com/,U.S. & Canada,2020.0,Healthcare,Healthcare Services,"['{""name"": ""Chris Miller"", ""url"": ""https://www.linkedin.com/in/chrismillerdenver/""}']",,,,
315,EveryMundo,EveryMundo provides airlines with performance marketing technology for direct channel growth and customer acquisition.,http://www.everymundo.com,U.S. & Canada,2015.0,Enterprise Software & Services,AdTech & MarTech,"['{""name"": ""Seth Cassel"", ""url"": ""https://www.linkedin.com/in/sethcassel/""}', '{""name"": ""Anton Diego"", ""url"": ""https://www.linkedin.com/in/anton-diego-ab990945/""}']",,,,
316,Expensya,Expensya provides professionals with a web and mobile solution that automates business spend management.,https://www.expensya.com/en/,Africa,2018.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""Karim Jouini"", ""url"": ""https://www.linkedin.com/in/karimjouini/?originalSubdomain=fr""}']",,,,
317,Eyewa,"Eyewa is an eyewear eCommerce platform that sells color contacts, clear contacts, sunglasses, and eyeglasses from local and international brands.",http://www.eyewa.com,Middle East,2019.0,Retail & Consumer Tech,Fashion & Apparel,"['{""name"": ""Mehdi Oughiri"", ""url"": ""https://www.linkedin.com/in/mehdioudghiri/""}', '{""name"": ""Anas Boumedien"", ""url"": ""https://www.linkedin.com/in/boumediene/""}']",,,,
318,FIGS,FIGS is seeking to revolutionize the medical apparel industry through its line of tailored and technical scrubs sold direct to consumer. FIGS IPO’d on the NYSE in May 2021.,https://www.wearfigs.com,U.S. & Canada,2015.0,Retail & Consumer Tech,Fashion & Apparel,[],Fund I,Series A,Status: Exit,Invested: 2016
319,FOO,"FOO is a B2B FinTech provider, enabling banks and startups to process their end customers’ peer-to-peer payments, overseas remittance payments, bill payments, and loan applications.",https://foo.mobi/,Middle East,2019.0,Fintech,Payments,"['{""name"": ""Elie Nasr"", ""url"": ""https://www.linkedin.com/in/elienasr""}', '{""name"": ""Ghady Rayess"", ""url"": ""https://www.linkedin.com/in/ghadyrayess/?originalSubdomain=lb""}']",,,,
320,FOODIZZ,Foodizz is the first culinary business learning platform in Indonesia.,http://foodizz.id,Asia,2020.0,Education & Talent,Workforce,"['{""name"": ""Rex Marindo"", ""url"": ""https://www.linkedin.com/in/rexmarindo/""}', '{""name"": ""Stefanie Kurniadi"", ""url"": ""https://www.linkedin.com/in/stefanie-kurniadi-86312a26/""}']",,,,
321,Fabelio,"Fabelio is a furniture brand that combines the richness of Indonesia’s design and craftsmanship, while adding a modern touch to it at 20-30% cheaper price than competition.",http://www.fabelio.com,Asia,2016.0,Retail & Consumer Tech,Household & Office,"['{""name"": ""Christian Sutardi"", ""url"": ""https://www.linkedin.com/in/christian-sutardi/""}', '{""name"": ""Marshall Utoyo"", ""url"": ""https://www.linkedin.com/in/marshall-tegar-utoyo-5058374b/""}']",Fund III,Series C,Status: Active,Invested: 2020
322,Factorial,"Factorial is a SaaS platform that streamlines HR workflows, from payroll to talent management, lowering costs, reducing low value-added manual tasks, and creating useful insights for SME decision makers.",https://factorialhr.com/,Europe,2022.0,Enterprise Software & Services,Human Resource Management,"['{""name"": ""Jordi Romero"", ""url"": ""https://www.linkedin.com/in/jordiromero/""}']",,,,
323,Family Corporation,"Family Corporation carries both people and goods through three main divisions: Family Transport, Family Cargo and Family Car Rental. It offers customized routes and schedules, automated fleet and revenue management systems, and in-house maintenance centers.",http://www.family-corp.com/en/,Middle East,2016.0,Smart City,Mobility,"['{""name"": ""Waguih Iskandar"", ""url"": ""https://www.linkedin.com/in/waguih-iskandar-686185110/""}', '{""name"": ""Emad Iskandar"", ""url"": """"}']",,,,
324,Fashion Valet Sdn Bdh,FashionValet is Malaysia’s first multi-label fashion company that provides women and men access to the best Southeast Asian designers and designs through its website and retail stores.,http://fashionvalet.com/,Asia,2017.0,Retail & Consumer Tech,Fashion & Apparel,"['{""name"": ""Vivy Yusof"", ""url"": ""https://www.linkedin.com/in/vivyyusof/""}', '{""name"": ""Fadzarudin Shah Anuar"", ""url"": ""https://www.linkedin.com/in/fadzarudin-anuar-4580a518/?originalSubdomain=my""}']",,,,
325,Fastmind,Fastmind helps large enterprises improve their digital conversion rate by up to 3X by creating a personalized post ad click experience for every user.,https://www.fast.cm/,U.S. & Canada,2019.0,Enterprise Software & Services,AdTech & MarTech,"['{""name"": ""Eddy Prado"", ""url"": ""https://www.linkedin.com/in/eddyjprado/?locale=en_US""}', '{""name"": ""Jorge Prado"", ""url"": ""https://www.linkedin.com/in/jorgepradorojas/""}']",,,,
326,Fatture in cloud,Fatture in Cloud (FIC) provides Italian SME owners with cloud-based software to seamlessly issue e-invoices and manage their businesses under the new regulatory standards.,https://www.fattureincloud.it/,Europe,2018.0,Fintech,Accounting & Financial Software,"['{""name"": ""Daniele Ratti"", ""url"": ""https://www.linkedin.com/in/danieleratti""}']",,,,
327,FemTec Health,"FemTec Health is the leading health and beauty sciences company focused on women’s healthcare, using technology and data to transform the total healthcare experience for women.",https://www.femtechealth.com/,Europe,2021.0,Healthcare,Digital Health and Telehealth,"['{""name"": ""Kimon Angelides"", ""url"": ""https://www.linkedin.com/in/kimonangelides/""}']",,,,
328,Female Daily Network,Female Daily Network helps Indonesian women look and feel beautiful and is the largest online community for young Indonesian women.,http://www.femaledaily.com,Asia,2013.0,Retail & Consumer Tech,Media & Entertainment,"['{""name"": ""Hanifa Ambadar"", ""url"": ""https://www.linkedin.com/in/hanzky/""}']",,,,
329,Feruni Ceramiche Sdn. Bhd,"Driven by the passion to transform tiles from just wall and floor coverings into a lifestyle element for any space, Feruni Ceramiche is one of the leading brands in upmarket ceramic and porcelain tiles.",http://www.feruni.com,Asia,2016.0,Smart City,Household & Office,"['{""name"": ""CC Ngei"", ""url"": ""https://www.linkedin.com/in/ngei-cc-08331484/""}']",,,,
330,Fever,"Fever delivers a curated list of the most exciting events and things to do and see in your city. With the US as its largest market, the company has become the leading global tech-enabled entertainment discovery platform with a clear vision: to inspire and connect people through leisure and entertainment experiences.",https://feverup.com/en,Europe,2022.0,Retail & Consumer Tech,Media & Entertainment,"['{""name"": ""Alexandre P\\u00e9rez"", ""url"": ""https://www.linkedin.com/in/alexandre-perez-casares/""}', '{""name"": ""Ignacio Bachiller"", ""url"": ""https://www.linkedin.com/in/ignacio-bachiller-str%C3%B6hlein-b1024148/""}', '{""name"": ""Francisco Hein"", ""url"": ""https://www.linkedin.com/in/franhein/""}']",,,,
331,Field Agent,Field Agent provides physical retailers and consumer packaged goods (CPG) brands with data analytics to get consumer insights and inform product trials.,https://www.fieldagent.net/,U.S. & Canada,2019.0,Enterprise Software & Services,eCommerce & Retail Management,"['{""name"": ""Marc Yount"", ""url"": ""https://www.linkedin.com/in/yountmarc/""}', '{""name"": ""Kelly Miller"", ""url"": ""https://www.linkedin.com/in/kelly-miller-3b09676/""}', '{""name"": ""Rick West"", ""url"": ""https://www.linkedin.com/in/rickwest01/""}', '{""name"": ""Henry Ho"", ""url"": ""https://www.linkedin.com/in/henry-ho-88172aa/""}']",,,,
332,Field Intelligence,"Field Intelligence is a technology-enabled pharmaceutical distributor that provides retail pharmacies with access to data-driven planning, fulfillment, quality medication and inventory financing.",https://field.inc/,Africa,2022.0,Healthcare,"Pharmaceuticals, Diagnostics, & Life Sciences","['{""name"": ""Michael Moreland"", ""url"": ""https://ng.linkedin.com/in/mfcm""}', '{""name"": ""Peter Bunor"", ""url"": ""https://www.linkedin.com/in/peter-bunor-b8b393b8/?originalSubdomain=ng""}', '{""name"": ""Justin Lorenzon"", ""url"": ""https://www.linkedin.com/in/justin-lorenzon-b271bb8/""}']",,,,
333,Figopara,Figopara is a supplier financing platform formed to expand the circulating capital that companies need.,https://figopara.com/,Europe,,Fintech,Lending,"['{""name"": ""Koray Bahar"", ""url"": ""https://www.linkedin.com/in/koraybahar/""}', '{""name"": ""Ahmet Bilgen"", ""url"": ""https://www.linkedin.com/in/abilgen/?originalSubdomain=cy""}']",,,,
334,FilmHouse and FilmOne,FilmHouse and FilmOne provide platforms to support the thriving Nigerian film industry (Nollywood).,https://www.filmoneng.com/,Africa,2019.0,Retail & Consumer Tech,Media & Entertainment,"['{""name"": ""Moses Babatope"", ""url"": ""https://www.linkedin.com/in/moses-babatope-9ba014134/""}', '{""name"": ""Kene Okwuosa"", ""url"": ""https://www.linkedin.com/in/kene-okwuosa-a27b7a3b/?originalSubdomain=ng""}']",,,,
335,FinConecta,"FinConecta is an enterprise software company driving the digitization of the financial services industry with its proprietary middleware platform, 4wrd, which connects financial institutions to fintechs via standardized API integration.",htttps://www.finconecta.com,U.S. & Canada,2018.0,Fintech,Banking,"['{""name"": ""Jorge Ruiz"", ""url"": ""https://www.linkedin.com/in/jorgearuiz/""}', '{""name"": ""Mauricio Lorenzetti"", ""url"": ""https://www.linkedin.com/in/magrilo/""}']",,,,
336,Finsocial,Finsocial provides personal and payroll loans to teachers and pensioners through a fully digital system that can analyze a customer’s credit-worthiness in minutes and disburse funds within a day.,https://www.FINSOCIAL.co,Latin America,2019.0,Fintech,Lending,"['{""name"": ""Santiago Botero Jaramillo"", ""url"": ""https://www.linkedin.com/in/santiago-botero-jaramillo-11932b10b/""}']",,,,
337,FintechOS,"FintechOS offers its bank and insurance customers a digital overlay platform on top of their existing legacy infrastructure to enable them to design, build and manage next generation end-to-end capabilities.",https://fintechos.com/,Europe,2021.0,Fintech,Banking,"['{""name"": ""Teodor Blidarus"", ""url"": ""https://www.linkedin.com/in/teodorblidarus/""}', '{""name"": ""Sergiu Negut"", ""url"": ""https://www.linkedin.com/in/sergiu/""}']",Fund III,Series B,Status: Active,Invested: 2021
338,Firefly,Firefly is a street-level digital media platform that connects audiences with dynamic media on taxis and rideshare vehicles.,https://www.fireflyon.com/,Europe,2020.0,Enterprise Software & Services,AdTech & MarTech,"['{""name"": ""Kaan G\\u00fcnay"", ""url"": ""https://www.linkedin.com/in/kaangunay/""}', '{""name"": ""Onur Karde\\u015fler"", ""url"": ""https://www.linkedin.com/in/onurkardesler/""}']",Fund III,Series A,Status: Active,Invested: 2020
339,First Circle,"First Circle is an online financing platform designed to provide short-term loans to small and medium enterprises in the Philippines. After First Circle, Tony founded EditMode, a software solution that makes it easier to manage and change content on the web.",https://www.firstcircle.ph/,Asia,2018.0,Fintech,Lending,"['{""name"": ""Tony Ennis"", ""url"": ""https://www.linkedin.com/in/tonyennis1""}', '{""name"": ""Patrick Lynch"", ""url"": ""https://www.linkedin.com/in/ptlynch/""}']",,,,
340,First-Class Mining Attachments (FMA),First-Class Mining Attachments (FMA) designs and manufactures auxiliary equipment and special attachments that increase safety and productivity in mines.,https://fmaindustrial.com/en/home-en/,Latin America,2015.0,Smart City,Hardware,"['{""name"": ""Gonzalo Restini"", ""url"": ""https://www.linkedin.com/in/gonzalo-restini-2a36093/""}', '{""name"": ""Hernan Restini"", ""url"": """"}']",,,,
341,Flat.mx,"Flat.mx is a Mexican-based Proptech that aims to become the super app for real estate across Latin America. The company is creating an ecosystem, comprised of a full-fledged set of products and services.",http://flat.mx/,Latin America,2022.0,Retail & Consumer Tech,Real Estate,"['{""name"": ""Bernardo Cordero"", ""url"": ""https://www.linkedin.com/in/vnoguera/""}', '{""name"": ""Victor Noguera"", ""url"": ""https://www.linkedin.com/in/bernardo-cordero-0bb4b527/""}']",,,,
342,Fleetio,Fleetio is a SaaS platform that helps companies track and optimize their fleets in real-time.,https://www.fleetio.com/,U.S. & Canada,2019.0,Smart City,Mobility,"['{""name"": ""Tony Summerville"", ""url"": ""https://www.linkedin.com/in/tonysummerville/""}']",Fund III,Series B,Status: Active,Invested: 2020
343,FlexClub,FlexClub is an all-inclusive vehicle subscription platform for business and consumers.,https://www.flex.club/,Africa,2019.0,Retail & Consumer Tech,Auto Marketplaces,"['{""name"": ""Tinashe Ruzane"", ""url"": ""https://www.linkedin.com/in/truzane/?originalSubdomain=nl""}']",,,,
344,FloraNow,"Floranow is a curated B2B online marketplace connecting flower growers, consolidators and exporters directly to flower retailers, event planners, hotels and supermarkets.",https://floranow.com/,Middle East,2016.0,Retail & Consumer Tech,Household & Office,"['{""name"": ""Charif Mzayek"", ""url"": ""https://www.linkedin.com/in/charif-mzayek-8506248/""}']",,,,
345,Floward,"Floward is an online flower and gifting company. Founded in 2017, the company’s mission is to “make sending flowers and gifts as enjoyable as receiving them”.",https://floward.com/,Middle East,2021.0,Retail & Consumer Tech,Household & Office,"['{""name"": ""Abdulaziz Al Loughani"", ""url"": ""https://www.linkedin.com/in/aballoughani/""}', '{""name"": ""Mohammed Alarifi"", ""url"": ""https://www.linkedin.com/in/mohammed-alarifi-1a89b39b/""}']",,,,
